Timestamp,Name,Gender,Job Role,Department,1. I generally feel happy and satisfied during my workday.,"2. I experience positive emotions (enthusiasm, excitement) while performing my tasks.",3. I remain calm and composed even under pressure.,"4.  Negative emotions (stress, frustration) interfere with my work.",5. I usually start my workday with a positive mindset.,1.  I feel energized and enthusiastic about my job.,2.  I am fully absorbed in my work most of the time.,3. I often go beyond what is required in my role.,4.  I find my work meaningful and motivating.,5.  I am committed to giving my best at work.,1. I complete my tasks efficiently within deadlines.,2.  I maintain high quality in my work output.,3.  I actively contribute to achieving team goals.,4.  I am consistent in meeting performance expectations.,5.  My performance has improved over the past few months.,1.  I am aware of my organization’s AI-related policies.,  2.  The BAN AI policy limits how AI tools can be used in my work.,"3. The policy affects my ability to use AI for improving productivity.
",4. I believe the BAN AI policy supports ethical and fair workplace Practices. ,5.  I feel the BAN AI policy impacts how emotions influence my productivity.
2025/10/13 2:42:46 AM GMT+5,Rayyan Cheema,Female,Non Teaching Staff,2ivkx160,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Disagree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Agree,Strongly disagree
2025/10/13 2:42:52 AM GMT+5,Ahtisham Khurram,Male,Coordinator,hvu2swth,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Neutral,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree
2025/10/13 2:42:59 AM GMT+5,Minal Siddiq,Female,Non Teaching Staff,85qzuj3w,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly disagree,Agree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree
2025/10/13 2:43:05 AM GMT+5,Shayan Waseem,Female,Coordinator,u2lbjxxz,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree
2025/10/13 2:43:11 AM GMT+5,Tania Hassan,Male,Teacher,4ipiqcw2,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree
2025/10/13 2:43:17 AM GMT+5,Imaan Memon,Female,Teacher,0wx87vzc,Disagree,Agree,Neutral,Strongly agree,Disagree,Agree,Agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree
2025/10/13 2:43:23 AM GMT+5,Nimrah Idrees,Male,Coordinator,gzm4v5uv,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree
2025/10/13 2:43:30 AM GMT+5,Anum Shahbaz,Female,Non Teaching Staff,bnqx7ukd,Agree,Strongly disagree,Disagree,Neutral,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly agree,Disagree,Neutral,Neutral,Strongly disagree,Disagree
2025/10/13 2:43:36 AM GMT+5,Arooj Sadiq,Male,Coordinator,oj0iq0v1,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Neutral,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Neutral,Neutral,Disagree
2025/10/13 2:43:41 AM GMT+5,Daniyal Khalique,Male,Non Teaching Staff,5zw9bt0e,Strongly agree,Agree,Neutral,Agree,Neutral,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Neutral
2025/10/13 2:43:48 AM GMT+5,Amara Hassan,Male,Teacher,w982w3ts,Disagree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Agree,Neutral,Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Neutral
2025/10/13 2:43:54 AM GMT+5,Hassan Raza Anwar,Female,Non Teaching Staff,eenlrsdq,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Strongly disagree,Neutral
2025/10/13 2:43:59 AM GMT+5,Haseeb Khalique,Female,Coordinator,u50og5a4,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
2025/10/13 2:44:06 AM GMT+5,Arisha Tufail,Male,Coordinator,6t2y999s,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Agree,Neutral,Strongly agree,Disagree,Neutral,Neutral,Strongly disagree
2025/10/13 2:44:12 AM GMT+5,Zakir Memon,Male,Teacher,t27f3vss,Agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly agree,Neutral
2025/10/13 2:44:18 AM GMT+5,Imaan Qadir,Female,Teacher,ilni164f,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Neutral,Strongly agree,Agree,Disagree,Strongly disagree,Neutral,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree
2025/10/13 2:44:24 AM GMT+5,Zeeshan Bhatti,Female,Non Teaching Staff,5ce0255q,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Strongly disagree
2025/10/13 2:44:32 AM GMT+5,Nadeem Qadir,Male,Teacher,8slqicq3,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Disagree
2025/10/13 2:44:38 AM GMT+5,Amara Sadiq,Female,Teacher,0l6ztqzn,Agree,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly agree,Neutral,Neutral
2025/10/13 2:44:44 AM GMT+5,Murtaza Ejaz,Male,Coordinator,73c83316,Strongly disagree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Neutral
2025/10/13 2:44:50 AM GMT+5,Faris Farooq,Male,Teacher,ttbc7gzz,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Agree,Neutral,Neutral,Disagree,Strongly disagree,Strongly agree,Neutral,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree
2025/10/13 2:44:56 AM GMT+5,Laila Hassan,Male,Non Teaching Staff,0f9imabp,Neutral,Strongly disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Neutral
2025/10/13 2:45:02 AM GMT+5,Rameez Waqar,Male,Teacher,q9npcqpx,Strongly agree,Disagree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,Disagree
2025/10/13 2:45:08 AM GMT+5,Sania Cheema,Male,Non Teaching Staff,ay1x5vuv,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly agree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree
2025/10/13 2:45:14 AM GMT+5,Maha Junaidi,Female,Coordinator,39nfqsry,Agree,Agree,Strongly disagree,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Disagree
2025/10/13 2:45:20 AM GMT+5,Nadia Manzoor,Female,Non Teaching Staff,1inmi8ky,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly agree,Neutral,Agree,Agree,Strongly disagree,Strongly agree,Neutral,Agree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree
2025/10/13 2:45:26 AM GMT+5,Murtaza Saleem,Male,Teacher,2b03aoq5,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Neutral,Strongly disagree,Neutral,Disagree,Neutral,Agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree
2025/10/13 2:45:32 AM GMT+5,Arif Manzoor,Male,Coordinator,puhqod1g,Strongly agree,Disagree,Neutral,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Disagree,Agree,Neutral
2025/10/13 2:45:38 AM GMT+5,Kinza Ejaz,Male,Teacher,i98ybykc,Disagree,Neutral,Agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Disagree,Neutral,Disagree,Strongly disagree
2025/10/13 2:45:44 AM GMT+5,Babar Tufail,Female,Non Teaching Staff,74btra3g,Agree,Strongly disagree,Neutral,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree
2025/10/13 2:45:51 AM GMT+5,Tania Bhatti,Male,Non Teaching Staff,5c5nsx2w,Strongly agree,Strongly disagree,Agree,Neutral,Disagree,Neutral,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree
2025/10/13 2:45:56 AM GMT+5,Nashit Khurram,Female,Teacher,qmgy02e4,Strongly agree,Agree,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Agree,Neutral
2025/10/13 2:46:02 AM GMT+5,Sania Qadir,Male,Coordinator,udrlxyte,Disagree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree
2025/10/13 2:46:09 AM GMT+5,Tooba Hameed,Female,Coordinator,x814rh98,Disagree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly disagree
2025/10/13 2:46:15 AM GMT+5,Umair Iqbal,Male,Teacher,r9mblqwk,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly disagree,Disagree,Disagree,Disagree,Neutral,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Neutral,Disagree,Strongly agree,Strongly disagree
2025/10/13 2:46:21 AM GMT+5,Sameer Junaidi,Male,Coordinator,ep9b914f,Disagree,Neutral,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Strongly disagree,Disagree
2025/10/13 2:46:27 AM GMT+5,Ahsan Qadir,Male,Non Teaching Staff,ie0id0v7,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly disagree
2025/10/13 2:46:33 AM GMT+5,Eshal Waqar,Female,Coordinator,0vjppg9u,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Agree,Strongly agree,Neutral,Strongly disagree,Disagree
2025/10/13 2:46:39 AM GMT+5,Alishba Farooq,Female,Non Teaching Staff,6nxlr165,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Neutral
2025/10/13 2:46:45 AM GMT+5,Rayyan Farooq,Male,Coordinator,mb8zvnut,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Neutral,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Neutral
2025/10/13 2:46:51 AM GMT+5,Atif Shafiq,Female,Teacher,paf6rqu4,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral
2025/10/13 2:46:57 AM GMT+5,Sarim Saeed,Female,Non Teaching Staff,pebkfs9y,Agree,Agree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Neutral,Agree,Strongly disagree,Agree,Disagree,Neutral,Strongly disagree
2025/10/13 2:47:03 AM GMT+5,Rukhsar Qadir,Female,Teacher,llsyztr4,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree
2025/10/13 2:47:09 AM GMT+5,Rehan Anwar,Female,Coordinator,9z5ccktv,Disagree,Neutral,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly disagree,Neutral,Neutral,Neutral,Strongly disagree,Strongly agree,Neutral,Strongly agree,Agree,Strongly disagree,Agree
2025/10/13 2:47:15 AM GMT+5,Aqib Ranjha,Male,Coordinator,2sjv12dr,Neutral,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree
2025/10/13 2:47:23 AM GMT+5,Taimoor Tariq,Male,Coordinator,ml1xeawe,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree
2025/10/13 2:47:28 AM GMT+5,Tuba Qadir,Female,Coordinator,py5050p5,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Neutral,Neutral,Agree
2025/10/13 2:47:35 AM GMT+5,Ayaz Junaidi,Female,Coordinator,nlg5ixoi,Disagree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Agree
2025/10/13 2:47:40 AM GMT+5,Tooba Hashim,Female,Coordinator,lhgi0ydz,Disagree,Disagree,Neutral,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Neutral,Disagree,Neutral
2025/10/13 2:47:46 AM GMT+5,Abrar Gill,Male,Teacher,7vj5t6xc,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree
2025/10/13 2:47:53 AM GMT+5,Fazal Saeed,Female,Non Teaching Staff,zk6qe3ar,Strongly agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree
2025/10/13 2:47:58 AM GMT+5,Alishba Yasin,Male,Teacher,ch6wqtlc,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Disagree
2025/10/13 2:48:04 AM GMT+5,Amber Saeed,Female,Non Teaching Staff,h1dr8zdp,Agree,Neutral,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Neutral
2025/10/13 2:48:11 AM GMT+5,Nadeem Yasin,Male,Non Teaching Staff,oqmg9jnp,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree
2025/10/13 2:48:17 AM GMT+5,Arisha Anwar,Female,Teacher,izdbvd09,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Neutral,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree
2025/10/13 2:50:18 AM GMT+5,Alishba Latif,Female,Coordinator,Sociology,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Neutral,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Neutral
2025/10/13 2:50:26 AM GMT+5,Tuba Mughal,Male,Teacher,Sociology,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Neutral,Neutral,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral
2025/10/13 2:50:33 AM GMT+5,Sameer Shah,Female,Coordinator,Physics,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly disagree,Neutral,Neutral,Disagree,Agree,Agree
2025/10/13 2:50:40 AM GMT+5,Ifrah Chaudhry,Male,Non Teaching Staff,Nursing,Neutral,Agree,Neutral,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree
2025/10/13 2:50:47 AM GMT+5,Nadeem Nawaz,Female,Teacher,Chemical Engineering,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly disagree,Neutral,Strongly agree,Disagree,Strongly disagree,Strongly agree
2025/10/13 2:50:55 AM GMT+5,Ayaz Hashmi,Male,Non Teaching Staff,Chemical Engineering,Agree,Strongly agree,Neutral,Neutral,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Disagree,Disagree,Disagree
2025/10/13 2:51:03 AM GMT+5,Shayan Aslam,Female,Coordinator,Business Administration,Strongly disagree,Strongly disagree,Agree,Disagree,Neutral,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree
2025/10/13 2:51:10 AM GMT+5,Rameez Mirza,Female,Teacher,Architecture,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree
2025/10/13 2:51:17 AM GMT+5,Imaan Hanif,Male,Teacher,Computer Science,Disagree,Disagree,Strongly agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree
2025/10/13 2:51:24 AM GMT+5,Atif Ashraf,Male,Coordinator,Physics,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Agree,Disagree,Agree,Neutral,Strongly disagree,Disagree,Agree,Strongly disagree
2025/10/13 2:51:32 AM GMT+5,Sania Chaudhry,Female,Non Teaching Staff,Computer Science,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree
2025/10/13 2:51:39 AM GMT+5,Junaid Javed,Female,Coordinator,Accounting & Finance,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree
2025/10/13 2:51:46 AM GMT+5,Adeel Raza,Male,Coordinator,Computer Science,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly agree,Neutral,Disagree,Disagree,Agree,Strongly disagree,Strongly agree
2025/10/13 2:51:54 AM GMT+5,Minal Khalid,Female,Coordinator,Media Studies,Disagree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Strongly disagree
2025/10/13 2:52:01 AM GMT+5,Rameen Zafar,Female,Coordinator,Business Administration,Strongly disagree,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Disagree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree
2025/10/13 2:52:08 AM GMT+5,Atif Aslam,Male,Non Teaching Staff,Law,Strongly disagree,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree
